seed,best_epoch,validation_balanced_accuracy,validation_auprc,validation_auroc,validation_average_precision,validation_num_examples,test_balanced_accuracy,test_auprc,test_auroc,test_average_precision,test_num_examples,test_predicted_positive_rate,test_tnr,test_tpr
3407,50,0.5247974859011743,0.6858921386343881,0.6909582057467436,0.6864209151779334,2431,0.5068663304000779,0.6379333806414345,0.6547228124396368,0.6388300237340084,2347,0.9872177247550064,0.019674935842600515,0.9940577249575552
3408,37,0.6269317354212862,0.6878893201127331,0.6958491378260057,0.6884106055077477,2431,0.545018379442909,0.5535477639131172,0.5860173903950527,0.5544977107161493,2347,0.815935236472092,0.2292557741659538,0.8607809847198642
3409,25,0.5249375942516319,0.6761998173236481,0.6892271569240598,0.6767422684774609,2431,0.4990792124216278,0.6191869409863375,0.6590551615662683,0.6200267677495668,2347,0.017895185342991053,0.981180496150556,0.01697792869269949
3410,26,0.6500692419529073,0.7167829624330866,0.7023949728853116,0.7170632265938488,2431,0.5680242716120028,0.5676204219099369,0.5848918219830046,0.5685516916686031,2347,0.5943757988922028,0.4739093242087254,0.6621392190152802
3411,26,0.617168484690963,0.7073773215565309,0.7140063678230006,0.7079472972842265,2431,0.5164852201974901,0.5521967275214117,0.5710259084063258,0.5528006743778862,2347,0.9233063485300383,0.0932420872540633,0.9397283531409168
