seed,best_epoch,validation_auprc,validation_auroc,validation_average_precision,validation_balanced_accuracy,validation_num_examples,test_auprc,test_auroc,test_average_precision,test_balanced_accuracy,test_num_examples
3407,5,0.7439636374626714,0.7367452085651551,0.7441440799201718,0.6640909066296293,2431,0.6983331807192161,0.6947643640683706,0.69858174964214,0.623281692738704,2347
3408,26,0.739209606592112,0.7270296758962196,0.7244959036895754,0.6609828025460462,2431,0.6635212402067003,0.6398714818725392,0.6479048141078387,0.5914150355607001,2347
3409,1,0.7512328825413923,0.7328959516132089,0.751379649488487,0.6493984816857403,2431,0.6986025338317703,0.7030888501919277,0.6991660608241497,0.6353746545231148,2347
3410,3,0.7665364091932593,0.7460756124833157,0.7666756666643397,0.6634319912713174,2431,0.6850900941550528,0.6769589610495236,0.6857567793605494,0.6164346059276062,2347
3411,8,0.7543312517226197,0.7483180229425732,0.7545059882400895,0.6707440227205657,2431,0.6771677802926049,0.6564147959235543,0.6773840617358563,0.6081122983235566,2347
